theme_set_id,theme_synonym_id,pattern,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,n_in_min
03_04_14,4683024,302581647004425532,1,0,4,0,4,6,3,2,4,3,3,5,1,3,-3,1,2,0,1,0,7,3,1,4,3,1,12
03_04_15,1827422,201863745451444040,0,0,4,0,11,7,3,7,1,2,0,4,1,1,-2,7,0,1,1,0,8,2,3,2,1,1,19
03_04_16,1896406,201854736454434051,0,0,5,0,8,6,3,7,1,4,0,5,1,1,-4,7,0,0,1,0,8,1,3,1,0,1,9
03_04_17,4685778,531026874402040510,1,0,4,0,4,6,5,9,1,3,3,5,1,0,-3,0,6,0,3,0,5,1,4,2,1,1,23
03_04_18,6209677,307526814004442551,2,0,4,0,5,3,4,4,2,3,3,5,1,1,-3,1,4,3,2,0,5,1,2,3,1,2,10
03_04_19,1827869,201856734451430051,0,0,4,0,11,9,5,18,0,3,0,4,2,0,-3,6,0,0,3,0,6,0,5,0,0,0,35
03_04_20,6461756,380567412027213076,2,2,4,0,11,9,5,0,2,3,1,4,2,2,-3,0,0,1,0,2,7,1,4,1,1,0,10
03_04_21,1891330,253164087744554452,0,0,5,0,3,5,1,0,2,4,1,5,4,2,-4,0,0,0,0,0,9,3,1,4,2,2,11
03_04_22,4675403,302581647004424542,1,0,4,0,3,4,2,0,4,3,3,5,3,1,-3,0,0,0,0,0,8,4,1,5,3,2,47
03_04_23,1827869,201856734451430051,0,0,4,0,11,9,5,18,0,3,0,4,2,0,-3,6,0,0,3,0,6,0,5,0,0,0,35
03_04_24,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
03_04_25,4675403,302581647004424542,1,0,4,0,3,4,2,0,4,3,3,5,3,1,-3,0,0,0,0,0,8,4,1,5,3,2,47
03_04_26,6202412,036257184004744455,2,0,4,0,3,1,2,0,3,3,3,5,2,1,-3,0,0,0,0,1,7,4,1,5,2,3,10
03_05_06,1548625,860351427255424021,0,0,3,0,11,10,3,4,4,4,0,3,3,4,-4,4,0,1,1,0,8,2,3,3,2,1,35
03_05_07,1550083,328507164041241311,0,0,3,0,11,10,6,12,1,2,1,3,1,1,-2,4,3,3,3,0,6,1,5,1,1,0,15
03_05_08,1827869,201856734451430051,0,0,4,0,11,9,5,18,0,3,0,4,2,0,-3,6,0,0,3,0,6,0,5,0,0,0,35
03_05_09,1548625,860351427255424021,0,0,3,0,11,10,3,4,4,4,0,3,3,4,-4,4,0,1,1,0,8,2,3,3,2,1,35
03_05_10,1897047,521630487154355251,0,0,5,0,8,8,4,12,1,5,0,5,2,1,-5,5,0,0,1,0,7,0,4,0,0,0,3
03_05_11,4753857,027814356040571031,1,0,5,0,8,6,5,8,2,3,2,6,1,1,-3,2,2,2,2,0,6,0,4,0,0,0,10
03_05_12,4753857,027814356040571031,1,0,5,0,8,6,5,8,2,3,2,6,1,1,-3,2,2,2,2,0,6,0,4,0,0,0,10
03_05_13,1891182,056821734616455051,0,0,5,0,10,8,3,6,2,4,0,5,3,2,-4,6,0,1,1,0,8,1,2,1,1,0,2
03_05_14,4674166,502683417242444051,1,0,4,0,11,9,3,0,3,4,0,4,3,3,-4,0,0,1,0,0,8,1,1,2,1,1,1
03_05_15,1827422,201863745451444040,0,0,4,0,11,7,3,7,1,2,0,4,1,1,-2,7,0,1,1,0,8,2,3,2,1,1,19
03_05_16,1891321,245863017431444741,0,0,5,0,11,8,3,6,2,3,0,5,2,2,-3,6,0,0,1,0,8,1,3,1,1,0,16
03_05_17,1891321,245863017431444741,0,0,5,0,11,8,3,6,2,3,0,5,2,2,-3,6,0,0,1,0,8,1,3,1,1,0,16
03_05_18,905341,531086274251751071,0,0,2,0,11,8,5,16,1,3,0,2,2,1,-3,4,0,4,4,0,5,2,5,2,0,2,30
03_05_19,1827869,201856734451430051,0,0,4,0,11,9,5,18,0,3,0,4,2,0,-3,6,0,0,3,0,6,0,5,0,0,0,35
03_05_20,6461756,380567412027213076,2,2,4,0,11,9,5,0,2,3,1,4,2,2,-3,0,0,1,0,2,7,1,4,1,1,0,10
03_05_21,1891076,204386715454444240,0,0,5,0,10,6,2,0,2,3,0,5,1,2,-3,0,0,0,0,0,9,2,1,2,1,1,5
03_05_22,1891321,245863017431444741,0,0,5,0,11,8,3,6,2,3,0,5,2,2,-3,6,0,0,1,0,8,1,3,1,1,0,16
03_05_23,1827869,201856734451430051,0,0,4,0,11,9,5,18,0,3,0,4,2,0,-3,6,0,0,3,0,6,0,5,0,0,0,35
03_05_24,1895032,253164087744554551,0,0,5,0,7,5,1,0,2,4,1,5,2,2,-4,0,0,0,0,0,9,3,1,4,2,2,1
03_05_25,1891321,245863017431444741,0,0,5,0,11,8,3,6,2,3,0,5,2,2,-3,6,0,0,1,0,8,1,3,1,1,0,16
03_05_26,1891321,245863017431444741,0,0,5,0,11,8,3,6,2,3,0,5,2,2,-3,6,0,0,1,0,8,1,3,1,1,0,16
03_06_07,1550083,328507164041241311,0,0,3,0,11,10,6,12,1,2,1,3,1,1,-2,4,3,3,3,0,6,1,5,1,1,0,15
03_06_08,1827869,201856734451430051,0,0,4,0,11,9,5,18,0,3,0,4,2,0,-3,6,0,0,3,0,6,0,5,0,0,0,35
03_06_09,1548625,860351427255424021,0,0,3,0,11,10,3,4,4,4,0,3,3,4,-4,4,0,1,1,0,8,2,3,3,2,1,35
03_06_10,1594767,820367514055551121,0,0,3,0,5,10,4,10,2,6,0,3,4,1,-6,0,0,0,2,0,7,1,4,2,2,0,12
03_06_11,6377436,356021874044047521,2,1,5,0,6,5,3,0,3,3,3,6,1,2,-3,0,0,1,0,1,7,2,1,3,2,1,12
03_06_12,4747140,082371564044514232,1,0,5,0,3,6,4,10,2,4,1,6,4,1,-4,0,0,0,2,0,6,0,4,0,0,0,25
03_06_13,1828993,034856712553423152,0,0,4,0,3,9,4,10,2,5,0,4,5,2,-5,0,0,0,1,0,7,1,4,1,0,1,7
03_06_14,1548625,860351427255424021,0,0,3,0,11,10,3,4,4,4,0,3,3,4,-4,4,0,1,1,0,8,2,3,3,2,1,35
03_06_15,4674386,541368207211464541,1,0,4,0,11,9,4,6,1,2,0,4,1,1,-2,6,0,1,1,1,7,1,4,1,1,0,3
03_06_16,1891321,245863017431444741,0,0,5,0,11,8,3,6,2,3,0,5,2,2,-3,6,0,0,1,0,8,1,3,1,1,0,16
03_06_17,1888628,520876314445510031,0,0,4,0,9,8,5,12,0,3,2,4,2,0,-3,4,6,0,3,0,6,1,4,2,1,1,11
03_06_18,1550083,328507164041241311,0,0,3,0,11,10,6,12,1,2,1,3,1,1,-2,4,3,3,3,0,6,1,5,1,1,0,15
03_06_19,1827869,201856734451430051,0,0,4,0,11,9,5,18,0,3,0,4,2,0,-3,6,0,0,3,0,6,0,5,0,0,0,35
03_06_20,6461756,380567412027213076,2,2,4,0,11,9,5,0,2,3,1,4,2,2,-3,0,0,1,0,2,7,1,4,1,1,0,10
03_06_21,1891076,204386715454444240,0,0,5,0,10,6,2,0,2,3,0,5,1,2,-3,0,0,0,0,0,9,2,1,2,1,1,5
03_06_22,1821141,580621347425514521,0,0,3,0,9,9,2,3,4,4,1,3,2,4,-4,0,1,0,1,0,8,4,2,3,3,2,15
03_06_23,1550083,328507164041241311,0,0,3,0,11,10,6,12,1,2,1,3,1,1,-2,4,3,3,3,0,6,1,5,1,1,0,15
03_06_24,1888274,520861437455255051,0,0,4,0,9,8,2,4,3,4,1,4,3,3,-4,0,1,1,1,0,8,3,2,4,3,1,8
03_06_25,1888274,520861437455255051,0,0,4,0,9,8,2,4,3,4,1,4,3,3,-4,0,1,1,1,0,8,3,2,4,3,1,8
03_06_26,1821141,580621347425514521,0,0,3,0,9,9,2,3,4,4,1,3,2,4,-4,0,1,0,1,0,8,4,2,3,3,2,15
03_07_08,1877491,538120467004145001,0,0,4,0,7,9,6,15,0,5,1,4,3,0,-5,3,3,0,3,0,6,0,5,0,0,0,7
03_07_09,6693666,027351864051024211,3,2,4,0,5,7,5,0,3,4,2,5,1,2,-4,0,0,2,0,0,6,1,4,1,1,0,17
03_07_10,1877491,538120467004145001,0,0,4,0,7,9,6,15,0,5,1,4,3,0,-5,3,3,0,3,0,6,0,5,0,0,0,7
03_07_11,4685778,531026874402040510,1,0,4,0,4,6,5,9,1,3,3,5,1,0,-3,0,6,0,3,0,5,1,4,2,1,1,23
03_07_12,4753857,027814356040571031,1,0,5,0,8,6,5,8,2,3,2,6,1,1,-3,2,2,2,2,0,6,0,4,0,0,0,10
03_07_13,4747140,082371564044514232,1,0,5,0,3,6,4,10,2,4,1,6,4,1,-4,0,0,0,2,0,6,0,4,0,0,0,25
03_07_14,6693666,027351864051024211,3,2,4,0,5,7,5,0,3,4,2,5,1,2,-4,0,0,2,0,0,6,1,4,1,1,0,17
03_07_15,4745236,315846027021501051,1,0,4,0,9,7,6,12,1,2,2,5,1,0,-2,4,3,0,3,0,2,0,5,0,0,0,17
03_07_16,1891287,280753164455014701,0,0,5,0,10,8,4,12,1,4,0,5,2,1,-4,6,0,2,2,0,7,0,4,0,0,0,11
03_07_17,4685778,531026874402040510,1,0,4,0,4,6,5,9,1,3,3,5,1,0,-3,0,6,0,3,0,5,1,4,2,1,1,23
03_07_18,4288069,028764351041532030,1,0,2,0,9,6,6,8,2,1,2,3,1,1,-1,2,4,4,4,0,2,1,5,2,1,1,68
03_07_19,4574189,308127645004274000,1,0,3,0,7,5,6,12,1,2,2,4,1,0,-2,1,4,0,4,0,1,1,5,1,0,1,2
03_07_20,6461756,380567412027213076,2,2,4,0,11,9,5,0,2,3,1,4,2,2,-3,0,0,1,0,2,7,1,4,1,1,0,10
03_07_21,4982109,386204715044461160,1,1,5,0,4,8,4,0,2,3,1,5,3,2,-3,0,0,1,0,1,8,1,2,1,1,0,1
03_07_22,4753857,027814356040571031,1,0,5,0,8,6,5,8,2,3,2,6,1,1,-3,2,2,2,2,0,6,0,4,0,0,0,10
03_07_23,4745236,315846027021501051,1,0,4,0,9,7,6,12,1,2,2,5,1,0,-2,4,3,0,3,0,2,0,5,0,0,0,17
03_07_24,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
03_07_25,4745024,028671354041514033,1,0,4,0,9,7,4,3,4,2,2,5,1,3,-2,0,1,0,1,0,7,1,3,2,2,0,9
03_07_26,6209677,307526814004442551,2,0,4,0,5,3,4,4,2,3,3,5,1,1,-3,1,4,3,2,0,5,1,2,3,1,2,10
03_08_09,4747140,082371564044514232,1,0,5,0,3,6,4,10,2,4,1,6,4,1,-4,0,0,0,2,0,6,0,4,0,0,0,25
03_08_10,1890680,120538467045144201,0,0,4,0,9,9,5,18,0,5,0,4,4,0,-5,6,0,0,1,0,6,0,5,0,0,0,15
03_08_11,4748866,356024871046041514,1,0,5,0,5,5,3,3,3,3,3,6,2,1,-3,3,2,0,1,0,7,2,1,3,2,1,5
03_08_12,4747140,082371564044514232,1,0,5,0,3,6,4,10,2,4,1,6,4,1,-4,0,0,0,2,0,6,0,4,0,0,0,25
03_08_13,1890680,120538467045144201,0,0,4,0,9,9,5,18,0,5,0,4,4,0,-5,6,0,0,1,0,6,0,5,0,0,0,15
03_08_14,1891287,280753164455014701,0,0,5,0,10,8,4,12,1,4,0,5,2,1,-4,6,0,2,2,0,7,0,4,0,0,0,11
03_08_15,4745150,025876341041511500,1,0,4,0,9,7,5,15,1,2,1,5,1,0,-2,0,0,0,3,0,5,0,5,0,0,0,2
03_08_16,1880706,201856734451431054,0,0,4,0,8,7,4,14,0,3,0,4,1,0,-3,7,0,0,1,0,7,1,4,1,0,1,3
03_08_17,1888628,520876314445510031,0,0,4,0,9,8,5,12,0,3,2,4,2,0,-3,4,6,0,3,0,6,1,4,2,1,1,11
03_08_18,1841722,826074153452671414,0,0,4,0,5,6,4,15,1,5,0,4,4,1,-5,1,0,3,3,0,6,1,4,1,0,1,5
03_08_19,1550316,142378560217464304,0,0,3,0,11,7,5,20,0,2,0,3,1,0,-2,5,0,0,4,0,3,1,5,1,0,1,46
03_08_20,4754694,201854736454431051,1,0,5,0,9,8,4,6,1,4,0,5,2,1,-4,6,0,1,1,1,7,0,4,0,0,0,5
03_08_21,1891287,280753164455014701,0,0,5,0,10,8,4,12,1,4,0,5,2,1,-4,6,0,2,2,0,7,0,4,0,0,0,11
03_08_22,1828019,253174086744775450,0,0,4,0,3,3,2,10,1,4,1,4,4,1,-4,2,2,1,1,0,7,3,1,4,1,3,2
03_08_23,1550316,142378560217464304,0,0,3,0,11,7,5,20,0,2,0,3,1,0,-2,5,0,0,4,0,3,1,5,1,0,1,46
03_08_24,1827984,582761340444535545,0,0,4,0,3,3,2,10,1,4,1,4,4,1,-4,0,2,2,2,0,7,2,1,4,1,3,6
03_08_25,1859192,536214087444732451,0,0,4,0,6,8,3,10,1,4,1,4,2,1,-4,2,2,0,2,0,7,1,3,3,2,1,1
03_08_26,1726723,160428753235464444,0,0,3,0,7,4,3,15,0,3,1,3,1,0,-3,3,3,0,3,0,6,3,2,3,1,3,1
03_09_10,4681293,027361584052555124,1,0,4,0,4,5,2,0,4,5,1,5,2,2,-5,0,0,0,0,0,8,3,2,3,2,1,4
03_09_11,4675403,302581647004424542,1,0,4,0,3,4,2,0,4,3,3,5,3,1,-3,0,0,0,0,0,8,4,1,5,3,2,47
03_09_12,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
03_09_13,4676500,085374612042514552,1,0,4,0,3,5,2,0,4,4,1,5,4,3,-4,0,0,0,0,0,8,2,1,3,1,2,4
03_09_14,3654166,306582174004121514,1,0,2,0,5,6,3,0,5,4,2,4,3,4,-4,0,0,0,0,0,8,4,2,4,2,2,17
03_09_15,4745024,028671354041514033,1,0,4,0,9,7,4,3,4,2,2,5,1,3,-2,0,1,0,1,0,7,1,3,2,2,0,9
03_09_16,4752386,571324806225451404,1,0,5,0,7,6,3,5,3,3,1,6,2,1,-3,5,0,0,1,0,6,1,2,1,1,0,5
03_09_17,4691216,537208164404704771,1,0,4,0,5,3,3,4,3,3,3,5,1,2,-3,1,4,2,2,0,5,1,1,4,2,2,7
03_09_18,6693666,027351864051024211,3,2,4,0,5,7,5,0,3,4,2,5,1,2,-4,0,0,2,0,0,6,1,4,1,1,0,17
03_09_19,4691216,537208164404704771,1,0,4,0,5,3,3,4,3,3,3,5,1,2,-3,1,4,2,2,0,5,1,1,4,2,2,7
03_09_20,6632715,538076214442064461,3,0,3,0,5,4,2,0,4,3,2,4,1,2,-3,0,0,0,0,2,4,3,1,4,3,2,2
03_09_21,1584791,581620347025514541,0,0,3,0,4,8,2,0,4,5,0,3,3,4,-5,0,0,0,0,0,9,4,1,3,2,2,13
03_09_22,2004525,036582714004421544,1,0,1,0,4,3,2,1,5,3,3,3,1,4,-3,1,2,0,1,0,7,6,1,3,3,4,86
03_09_23,6693666,027351864051024211,3,2,4,0,5,7,5,0,3,4,2,5,1,2,-4,0,0,2,0,0,6,1,4,1,1,0,17
03_09_24,4675403,302581647004424542,1,0,4,0,3,4,2,0,4,3,3,5,3,1,-3,0,0,0,0,0,8,4,1,5,3,2,47
03_09_25,4675403,302581647004424542,1,0,4,0,3,4,2,0,4,3,3,5,3,1,-3,0,0,0,0,0,8,4,1,5,3,2,47
03_09_26,2004525,036582714004421544,1,0,1,0,4,3,2,1,5,3,3,3,1,4,-3,1,2,0,1,0,7,6,1,3,3,4,86
03_10_11,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
03_10_12,4747140,082371564044514232,1,0,5,0,3,6,4,10,2,4,1,6,4,1,-4,0,0,0,2,0,6,0,4,0,0,0,25
03_10_13,1828993,034856712553423152,0,0,4,0,3,9,4,10,2,5,0,4,5,2,-5,0,0,0,1,0,7,1,4,1,0,1,7
03_10_14,1856893,536824017004144551,0,0,4,0,6,7,3,0,3,5,1,4,3,3,-5,0,0,0,0,0,9,2,2,3,2,1,2
03_10_15,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
03_10_16,1896406,201854736454434051,0,0,5,0,8,6,3,7,1,4,0,5,1,1,-4,7,0,0,1,0,8,1,3,1,0,1,9
03_10_17,1877491,538120467004145001,0,0,4,0,7,9,6,15,0,5,1,4,3,0,-5,3,3,0,3,0,6,0,5,0,0,0,7
03_10_18,1841722,826074153452671414,0,0,4,0,5,6,4,15,1,5,0,4,4,1,-5,1,0,3,3,0,6,1,4,1,0,1,5
03_10_19,1877491,538120467004145001,0,0,4,0,7,9,6,15,0,5,1,4,3,0,-5,3,3,0,3,0,6,0,5,0,0,0,7
03_10_20,6462169,520341867045507231,2,2,4,0,8,9,4,0,2,5,0,4,3,2,-5,0,0,1,0,2,7,1,4,1,1,0,1
03_10_21,1892344,821037654454451424,0,0,5,0,5,6,2,0,2,5,0,5,4,2,-5,0,0,0,0,0,9,1,2,2,1,1,3
03_10_22,4681293,027361584052555124,1,0,4,0,4,5,2,0,4,5,1,5,2,2,-5,0,0,0,0,0,8,3,2,3,2,1,4
03_10_23,1890680,120538467045144201,0,0,4,0,9,9,5,18,0,5,0,4,4,0,-5,6,0,0,1,0,6,0,5,0,0,0,15
03_10_24,1891330,253164087744554452,0,0,5,0,3,5,1,0,2,4,1,5,4,2,-4,0,0,0,0,0,9,3,1,4,2,2,11
03_10_25,1621942,520367814455551124,0,0,3,0,5,7,2,5,2,5,1,3,2,1,-5,1,1,0,1,0,8,1,1,3,3,2,2
03_10_26,6084651,280431756254454420,2,0,3,0,3,5,3,0,2,5,0,3,4,1,-5,0,0,1,0,0,7,3,3,3,0,3,1
03_11_12,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
03_11_13,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
03_11_14,4683024,302581647004425532,1,0,4,0,4,6,3,2,4,3,3,5,1,3,-3,1,2,0,1,0,7,3,1,4,3,1,12
03_11_15,4724821,530162487400257451,1,0,4,0,7,4,3,4,2,2,3,5,1,1,-2,4,2,1,1,0,7,1,1,4,2,2,4
03_11_16,4748866,356024871046041514,1,0,5,0,5,5,3,3,3,3,3,6,2,1,-3,3,2,0,1,0,7,2,1,3,2,1,5
03_11_17,4685778,531026874402040510,1,0,4,0,4,6,5,9,1,3,3,5,1,0,-3,0,6,0,3,0,5,1,4,2,1,1,23
03_11_18,6209677,307526814004442551,2,0,4,0,5,3,4,4,2,3,3,5,1,1,-3,1,4,3,2,0,5,1,2,3,1,2,10
03_11_19,4685778,531026874402040510,1,0,4,0,4,6,5,9,1,3,3,5,1,0,-3,0,6,0,3,0,5,1,4,2,1,1,23
03_11_20,6377436,356021874044047521,2,1,5,0,6,5,3,0,3,3,3,6,1,2,-3,0,0,1,0,1,7,2,1,3,2,1,12
03_11_21,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
03_11_22,4675403,302581647004424542,1,0,4,0,3,4,2,0,4,3,3,5,3,1,-3,0,0,0,0,0,8,4,1,5,3,2,47
03_11_23,4685778,531026874402040510,1,0,4,0,4,6,5,9,1,3,3,5,1,0,-3,0,6,0,3,0,5,1,4,2,1,1,23
03_11_24,4675403,302581647004424542,1,0,4,0,3,4,2,0,4,3,3,5,3,1,-3,0,0,0,0,0,8,4,1,5,3,2,47
03_11_25,4675403,302581647004424542,1,0,4,0,3,4,2,0,4,3,3,5,3,1,-3,0,0,0,0,0,8,4,1,5,3,2,47
03_11_26,6202412,036257184004744455,2,0,4,0,3,1,2,0,3,3,3,5,2,1,-3,0,0,0,0,1,7,4,1,5,2,3,10
03_12_13,4747140,082371564044514232,1,0,5,0,3,6,4,10,2,4,1,6,4,1,-4,0,0,0,2,0,6,0,4,0,0,0,25
03_12_14,6377436,356021874044047521,2,1,5,0,6,5,3,0,3,3,3,6,1,2,-3,0,0,1,0,1,7,2,1,3,2,1,12
03_12_15,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
03_12_16,4752386,571324806225451404,1,0,5,0,7,6,3,5,3,3,1,6,2,1,-3,5,0,0,1,0,6,1,2,1,1,0,5
03_12_17,4753857,027814356040571031,1,0,5,0,8,6,5,8,2,3,2,6,1,1,-3,2,2,2,2,0,6,0,4,0,0,0,10
03_12_18,4753857,027814356040571031,1,0,5,0,8,6,5,8,2,3,2,6,1,1,-3,2,2,2,2,0,6,0,4,0,0,0,10
03_12_19,4747140,082371564044514232,1,0,5,0,3,6,4,10,2,4,1,6,4,1,-4,0,0,0,2,0,6,0,4,0,0,0,25
03_12_20,6377436,356021874044047521,2,1,5,0,6,5,3,0,3,3,3,6,1,2,-3,0,0,1,0,1,7,2,1,3,2,1,12
03_12_21,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
03_12_22,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
03_12_23,4747140,082371564044514232,1,0,5,0,3,6,4,10,2,4,1,6,4,1,-4,0,0,0,2,0,6,0,4,0,0,0,25
03_12_24,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
03_12_25,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
03_12_26,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
03_13_14,4676500,085374612042514552,1,0,4,0,3,5,2,0,4,4,1,5,4,3,-4,0,0,0,0,0,8,2,1,3,1,2,4
03_13_15,4747043,308521647004444542,1,0,5,0,3,3,2,0,3,3,3,6,3,1,-3,0,0,0,0,0,8,3,1,4,2,2,32
03_13_16,1891182,056821734616455051,0,0,5,0,10,8,3,6,2,4,0,5,3,2,-4,6,0,1,1,0,8,1,2,1,1,0,2
03_13_17,1828738,237856014704420440,0,0,4,0,3,6,5,12,1,4,1,4,4,1,-4,0,3,0,3,0,6,1,4,1,0,1,1
03_13_18,1841722,826074153452671414,0,0,4,0,5,6,4,15,1,5,0,4,4,1,-5,1,0,3,3,0,6,1,4,1,0,1,5
03_13_19,1841722,826074153452671414,0,0,4,0,5,6,4,15,1,5,0,4,4,1,-5,1,0,3,3,0,6,1,4,1,0,1,5
03_13_20,4982153,023487651564352626,1,1,5,0,5,8,3,0,2,5,0,5,4,2,-5,0,0,1,0,1,8,1,1,1,1,0,8
03_13_21,1891330,253164087744554452,0,0,5,0,3,5,1,0,2,4,1,5,4,2,-4,0,0,0,0,0,9,3,1,4,2,2,11
03_13_22,1828425,532601847444544242,0,0,4,0,3,6,1,0,3,4,1,4,4,1,-4,0,0,0,0,0,9,4,1,4,3,2,19
03_13_23,4747140,082371564044514232,1,0,5,0,3,6,4,10,2,4,1,6,4,1,-4,0,0,0,2,0,6,0,4,0,0,0,25
03_13_24,1891330,253164087744554452,0,0,5,0,3,5,1,0,2,4,1,5,4,2,-4,0,0,0,0,0,9,3,1,4,2,2,11
03_13_25,1828425,532601847444544242,0,0,4,0,3,6,1,0,3,4,1,4,4,1,-4,0,0,0,0,0,9,4,1,4,3,2,19
03_13_26,1827984,582761340444535545,0,0,4,0,3,3,2,10,1,4,1,4,4,1,-4,0,2,2,2,0,7,2,1,4,1,3,6
03_14_15,4745024,028671354041514033,1,0,4,0,9,7,4,3,4,2,2,5,1,3,-2,0,1,0,1,0,7,1,3,2,2,0,9
03_14_16,1891321,245863017431444741,0,0,5,0,11,8,3,6,2,3,0,5,2,2,-3,6,0,0,1,0,8,1,3,1,1,0,16
03_14_17,4691216,537208164404704771,1,0,4,0,5,3,3,4,3,3,3,5,1,2,-3,1,4,2,2,0,5,1,1,4,2,2,7
03_14_18,6692950,035268174004451571,3,2,3,0,7,4,3,0,4,2,3,4,1,3,-2,0,0,2,0,0,6,4,1,4,3,2,32
03_14_19,4564988,350862471040257074,1,0,3,0,7,4,3,2,4,2,3,4,1,3,-2,1,4,2,2,0,6,4,1,4,3,2,12
03_14_20,6448249,076185423677514015,2,2,2,0,8,7,2,0,4,4,1,2,2,4,-4,0,0,1,0,2,7,5,1,2,3,3,7
03_14_21,1584791,581620347025514541,0,0,3,0,4,8,2,0,4,5,0,3,3,4,-5,0,0,0,0,0,9,4,1,3,2,2,13
03_14_22,1572970,581620347425514541,0,0,3,0,4,7,1,0,4,4,1,3,3,4,-4,0,0,0,0,0,9,5,1,3,3,3,6
03_14_23,6693666,027351864051024211,3,2,4,0,5,7,5,0,3,4,2,5,1,2,-4,0,0,2,0,0,6,1,4,1,1,0,17
03_14_24,4691501,308521647002444541,1,0,4,0,5,4,2,0,4,3,3,5,1,3,-3,0,0,0,0,0,8,3,1,5,3,2,5
03_14_25,1821141,580621347425514521,0,0,3,0,9,9,2,3,4,4,1,3,2,4,-4,0,1,0,1,0,8,4,2,3,3,2,15
03_14_26,1024233,857261430144055454,0,0,2,0,5,5,1,3,4,4,1,2,1,4,-4,3,1,0,1,0,8,6,1,2,3,4,5
03_15_16,1827422,201863745451444040,0,0,4,0,11,7,3,7,1,2,0,4,1,1,-2,7,0,1,1,0,8,2,3,2,1,1,19
03_15_17,4566591,053281476040451050,1,0,3,0,7,4,5,8,1,2,3,4,1,0,-2,2,8,0,4,0,4,1,3,3,1,2,9
03_15_18,4288069,028764351041532030,1,0,2,0,9,6,6,8,2,1,2,3,1,1,-1,2,4,4,4,0,2,1,5,2,1,1,68
03_15_19,4288069,028764351041532030,1,0,2,0,9,6,6,8,2,1,2,3,1,1,-1,2,4,4,4,0,2,1,5,2,1,1,68
03_15_20,6693783,264803175452404550,3,2,4,0,9,4,3,0,3,2,1,5,1,2,-2,0,0,1,0,2,4,1,3,2,1,1,6
03_15_21,1891076,204386715454444240,0,0,5,0,10,6,2,0,2,3,0,5,1,2,-3,0,0,0,0,0,9,2,1,2,1,1,5
03_15_22,6689362,350872461040257450,3,2,2,0,7,3,3,0,3,1,3,3,1,2,-1,0,0,2,0,1,5,5,1,3,3,3,17
03_15_23,4745236,315846027021501051,1,0,4,0,9,7,6,12,1,2,2,5,1,0,-2,4,3,0,3,0,2,0,5,0,0,0,17
03_15_24,4735776,056234781046454050,1,0,4,0,8,4,2,5,2,2,2,5,1,1,-2,5,1,0,1,0,7,3,1,4,2,2,7
03_15_25,6689362,350872461040257450,3,2,2,0,7,3,3,0,3,1,3,3,1,2,-1,0,0,2,0,1,5,5,1,3,3,3,17
03_15_26,4409819,308526741004442550,1,0,3,0,5,2,4,9,1,2,3,4,1,0,-2,0,6,0,3,0,4,3,2,4,1,3,16
03_16_17,1896406,201854736454434051,0,0,5,0,8,6,3,7,1,4,0,5,1,1,-4,7,0,0,1,0,8,1,3,1,0,1,9
03_16_18,1891287,280753164455014701,0,0,5,0,10,8,4,12,1,4,0,5,2,1,-4,6,0,2,2,0,7,0,4,0,0,0,11
03_16_19,1891287,280753164455014701,0,0,5,0,10,8,4,12,1,4,0,5,2,1,-4,6,0,2,2,0,7,0,4,0,0,0,11
03_16_20,4754694,201854736454431051,1,0,5,0,9,8,4,6,1,4,0,5,2,1,-4,6,0,1,1,1,7,0,4,0,0,0,5
